timestamp,price
2025-04-24 00:47:11,0.8548728737219581
2025-04-24 01:47:11,0.8620918239487544
2025-04-24 02:47:11,0.8328094951665271
2025-04-24 03:47:11,0.825552587493938
2025-04-24 04:47:11,0.8246901337078063
2025-04-24 05:47:11,0.8246714854184303
2025-04-24 06:47:11,0.8039174713696189
2025-04-24 07:47:11,0.8039695833014052
2025-04-24 08:47:11,0.7994456208542534
2025-04-24 09:47:11,0.7829001014992447
2025-04-24 10:47:11,0.794123306447251
2025-04-24 11:47:11,0.8000091713424354
2025-04-24 12:47:11,0.7633096954570995
2025-04-24 13:47:11,0.7751179423414627
2025-04-24 14:47:11,0.7914052009642416
2025-04-24 15:47:11,0.7919975668727932
2025-04-24 16:47:11,0.8022773644058897
2025-04-24 17:47:11,0.786152833720606
2025-04-24 18:47:11,0.7826140523038878
2025-04-24 19:47:11,0.7507905928209667
2025-04-24 20:47:11,0.7613443924761965
2025-04-24 21:47:11,0.7400845519649214
2025-04-24 22:47:11,0.7492474579025177
2025-04-24 23:47:11,0.7360025377290176
2025-04-25 00:47:11,0.7360286411713142
2025-04-25 01:47:11,0.7490636166631142
2025-04-25 02:47:11,0.7518085513523507
2025-04-25 03:47:11,0.7634841598790005
2025-04-25 04:47:11,0.7359542322151703
2025-04-25 05:47:11,0.7462660203498668
2025-04-25 06:47:11,0.7663460425182169
2025-04-25 07:47:11,0.7622420165399867
2025-04-25 08:47:11,0.7444068949508136
2025-04-25 09:47:11,0.7235110120871102
2025-04-25 10:47:11,0.7127908215793849
2025-04-25 11:47:11,0.6990442528163346
2025-04-25 12:47:11,0.7015149021737617
2025-04-25 13:47:11,0.7021992816373026
2025-04-25 14:47:11,0.6924055037165013
2025-04-25 15:47:11,0.6975947212959548
2025-04-25 16:47:11,0.7212237216360983
2025-04-25 17:47:11,0.6974036131932698
2025-04-25 18:47:11,0.6859466557942386
2025-04-25 19:47:11,0.6769870804550226
2025-04-25 20:47:11,0.6993227484417789
2025-04-25 21:47:11,0.7058985563045077
2025-04-25 22:47:11,0.7167123717142142
