timestamp,price
2025-04-24 00:59:14,1.9555363449438095
2025-04-24 01:59:14,2.03834565817346
2025-04-24 02:59:14,2.0138465320006302
2025-04-24 03:59:14,2.0001640885239347
2025-04-24 04:59:14,2.011710343058087
2025-04-24 05:59:14,2.0651887564566476
2025-04-24 06:59:14,1.9963664398749708
2025-04-24 07:59:14,2.0867839385105107
2025-04-24 08:59:14,2.0823435968611097
2025-04-24 09:59:14,2.0884453722237564
2025-04-24 10:59:14,2.029717863515785
2025-04-24 11:59:14,2.051847458351725
2025-04-24 12:59:14,2.0730694329873436
2025-04-24 13:59:14,2.1266212381226346
2025-04-24 14:59:14,2.085490868545547
2025-04-24 15:59:14,2.0414576133247206
2025-04-24 16:59:14,1.9861346847266939
2025-04-24 17:59:14,1.9863365787637641
2025-04-24 18:59:14,2.015302803746388
2025-04-24 19:59:14,2.0321928213327483
2025-04-24 20:59:14,1.9960126201590163
2025-04-24 21:59:14,2.0170457297955227
2025-04-24 22:59:14,2.031311215052571
2025-04-24 23:59:14,2.056298792851454
2025-04-25 00:59:14,2.081009274095227
2025-04-25 01:59:14,2.092062139309395
2025-04-25 02:59:14,2.0383058566140164
2025-04-25 03:59:14,2.0926221716108517
2025-04-25 04:59:14,2.0075851634098862
2025-04-25 05:59:14,1.9473731163474657
2025-04-25 06:59:14,1.9596413433438609
2025-04-25 07:59:14,1.9079760814183062
2025-04-25 08:59:14,1.8824202254958753
2025-04-25 09:59:14,1.9250046790360542
2025-04-25 10:59:14,2.009067913397975
2025-04-25 11:59:14,1.9378039591633542
2025-04-25 12:59:14,1.936732472169619
2025-04-25 13:59:14,1.9242171697569534
2025-04-25 14:59:14,1.9555987641684311
2025-04-25 15:59:14,1.9094182229590841
2025-04-25 16:59:14,1.936715817373165
2025-04-25 17:59:14,1.9333146261617649
2025-04-25 18:59:14,1.9482939588325714
2025-04-25 19:59:14,1.978145350304853
2025-04-25 20:59:14,2.013887660544704
2025-04-25 21:59:14,2.0465276600206583
2025-04-25 22:59:14,2.0837293039134845
2025-04-25 23:59:14,2.021033184005702
2025-04-26 00:59:14,2.073422788123111
2025-04-26 01:59:14,2.060420158877455
2025-04-26 02:59:14,2.113560837853387
2025-04-26 03:59:14,2.099653198775655
2025-04-26 04:59:14,2.1463627738584683
2025-04-26 05:59:14,2.2214300307361228
2025-04-26 06:59:14,2.181398827663223
2025-04-26 07:59:14,2.2182488567583
2025-04-26 08:59:14,2.1908248913205837
2025-04-26 09:59:14,2.233460600152283
2025-04-26 10:59:14,2.172495996842104
2025-04-26 11:59:14,2.1376296750180646
2025-04-26 12:59:14,2.1483915756953875
2025-04-26 13:59:14,2.116421372700605
2025-04-26 14:59:14,2.0371962694369476
2025-04-26 15:59:14,2.0628799084428397
2025-04-26 16:59:14,2.153580518282189
2025-04-26 17:59:14,2.1566687525410595
2025-04-26 18:59:14,2.1822107269142426
2025-04-26 19:59:14,2.2791840092899407
2025-04-26 20:59:14,2.236727888808341
2025-04-26 21:59:14,2.2615037371880153
2025-04-26 22:59:14,2.293165419764725
2025-04-26 23:59:14,2.249033495807719
2025-04-27 00:59:14,2.2687242454527685
2025-04-27 01:59:14,2.267695302554891
2025-04-27 02:59:14,2.2591352057791942
2025-04-27 03:59:14,2.2310303607850024
2025-04-27 04:59:14,2.2575089613284867
2025-04-27 05:59:14,2.379338473636364
2025-04-27 06:59:14,2.3021074285904186
2025-04-27 07:59:14,2.3422703035781325
2025-04-27 08:59:14,2.318754354372664
2025-04-27 09:59:14,2.349972366738332
2025-04-27 10:59:14,2.371424316916805
2025-04-27 11:59:14,2.280324037529556
2025-04-27 12:59:14,2.3086312668901714
2025-04-27 13:59:14,2.3552123165490992
2025-04-27 14:59:14,2.4227263736633877
2025-04-27 15:59:14,2.448977714117205
2025-04-27 16:59:14,2.3335692035280204
2025-04-27 17:59:14,2.314140776127439
2025-04-27 18:59:14,2.365474881121357
2025-04-27 19:59:14,2.412296492757022
2025-04-27 20:59:14,2.348739427467093
2025-04-27 21:59:14,2.327482807873751
2025-04-27 22:59:14,2.351218558518348
2025-04-27 23:59:14,2.374160477521896
2025-04-28 00:59:14,2.329514076383104
2025-04-28 01:59:14,2.312974150215069
2025-04-28 02:59:14,2.3275879989885175
2025-04-28 03:59:14,2.3257844884589596
